invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I296693,C260241,Male,33,Clothing,3,900.24,Debit Card,24/04/2021,Mall of Istanbul
I149160,C472279,Female,46,Books,5,75.75,Debit Card,4/10/2022,Mall of Istanbul
I176259,C294449,Female,62,Clothing,2,600.16,Debit Card,25/07/2022,Istinye Park
I300330,C215974,Male,41,Cosmetics,5,203.3,Cash,25/02/2021,Mall of Istanbul
I327307,C109033,Female,26,Cosmetics,2,81.32,Cash,26/08/2021,Cevahir AVM
I293100,C323268,Male,68,Books,4,60.6,Cash,14/09/2021,Metropol AVM
I174960,C313448,Male,66,Food & Beverage,4,20.92,Credit Card,19/01/2022,Mall of Istanbul
I165376,C253045,Female,32,Books,4,60.6,Cash,12/2/2023,Zorlu Center
I245143,C223850,Female,32,Technology,1,1050,Credit Card,13/01/2021,Istinye Park
I118889,C845768,Female,37,Technology,4,4200,Cash,3/9/2021,Kanyon
I153563,C129053,Male,24,Shoes,1,600.17,Credit Card,10/7/2022,Metrocity
I317614,C144178,Female,35,Clothing,2,600.16,Credit Card,1/5/2022,Forum Istanbul
I667999,C363993,Female,64,Souvenir,5,58.65,Credit Card,3/2/2023,Zorlu Center
I259635,C861790,Female,42,Clothing,4,1200.32,Cash,18/08/2021,Metrocity
I265117,C286257,Male,54,Technology,3,3150,Cash,3/11/2021,Mall of Istanbul
I995151,C252775,Female,47,Clothing,3,900.24,Debit Card,21/12/2021,Mall of Istanbul
I104459,C598358,Male,63,Clothing,3,900.24,Cash,23/03/2021,Kanyon
I337541,C167829,Male,54,Books,1,15.15,Cash,16/01/2021,Metropol AVM
I242024,C198970,Male,48,Souvenir,2,23.46,Credit Card,23/03/2021,Kanyon
I203183,C146064,Female,37,Toys,4,143.36,Credit Card,22/11/2022,Kanyon
I602380,C226815,Female,22,Souvenir,5,58.65,Debit Card,1/11/2022,Forum Istanbul
I615143,C954951,Female,55,Clothing,4,1200.32,Cash,26/10/2021,Cevahir AVM
I476972,C703731,Female,58,Clothing,3,900.24,Cash,29/12/2022,Kanyon
I880711,C801338,Male,35,Cosmetics,4,162.64,Cash,4/11/2021,Kanyon
I680533,C279390,Male,27,Books,4,60.6,Cash,2/10/2022,Metrocity
I112332,C215107,Male,53,Clothing,2,600.16,Debit Card,21/07/2022,Metrocity
I662342,C178894,Female,61,Food & Beverage,5,26.15,Debit Card,3/12/2021,Mall of Istanbul
I240773,C184295,Female,37,Books,2,30.3,Cash,23/03/2022,Mall of Istanbul
I273567,C309511,Female,61,Shoes,5,3000.85,Cash,5/12/2022,Istinye Park
I397195,C622445,Female,43,Clothing,4,1200.32,Debit Card,25/10/2022,Metropol AVM
I186723,C275502,Female,21,Toys,5,179.2,Debit Card,30/09/2021,Metropol AVM
I117093,C151342,Female,24,Clothing,5,1500.4,Credit Card,2/3/2022,Zorlu Center
I254396,C295872,Male,53,Clothing,2,600.16,Debit Card,7/1/2023,Metropol AVM
I298976,C110120,Male,21,Toys,5,179.2,Credit Card,25/10/2021,Viaport Outlet
I198865,C109455,Female,19,Technology,5,5250,Cash,3/1/2021,Metrocity
I226278,C205272,Female,62,Clothing,2,600.16,Credit Card,8/3/2023,Istinye Park
I341794,C184932,Female,63,Clothing,4,1200.32,Cash,5/5/2021,Metropol AVM
I129331,C141573,Male,53,Clothing,5,1500.4,Credit Card,12/1/2023,Forum Istanbul
I292767,C131696,Male,54,Clothing,4,1200.32,Credit Card,21/06/2022,Kanyon
I232130,C140953,Male,51,Clothing,1,300.08,Credit Card,5/6/2022,Kanyon
I265551,C292921,Female,22,Clothing,3,900.24,Debit Card,12/9/2021,Forum Istanbul
I158919,C167150,Female,20,Cosmetics,2,81.32,Cash,8/1/2021,Emaar Square Mall
I261004,C316988,Female,64,Clothing,2,600.16,Credit Card,5/8/2022,Metrocity
I217535,C282026,Female,55,Cosmetics,1,40.66,Debit Card,4/1/2022,Zorlu Center
I177373,C106129,Female,67,Shoes,4,2400.68,Cash,20/05/2021,Metrocity
I195522,C782390,Female,39,Clothing,1,300.08,Cash,27/12/2021,Metrocity
I332001,C150315,Female,22,Shoes,2,1200.34,Credit Card,26/08/2021,Viaport Outlet
I596007,C454877,Female,48,Books,2,30.3,Cash,25/05/2022,Kanyon
I122123,C124940,Female,39,Shoes,4,2400.68,Credit Card,18/11/2021,Kanyon
I771339,C114063,Female,32,Toys,2,71.68,Credit Card,19/05/2022,Istinye Park
I282174,C458641,Female,42,Clothing,3,900.24,Credit Card,4/12/2021,Metropol AVM
I138667,C149436,Male,63,Clothing,3,900.24,Debit Card,6/9/2022,Mall of Istanbul
I317668,C328548,Male,56,Toys,3,107.52,Cash,27/02/2021,Metropol AVM
I720885,C261595,Male,19,Clothing,5,1500.4,Credit Card,24/10/2022,Istinye Park
I118611,C234108,Female,53,Clothing,1,300.08,Cash,14/05/2022,Mall of Istanbul
I194547,C283249,Male,36,Toys,5,179.2,Cash,10/3/2022,Metrocity
I316521,C153177,Male,18,Technology,3,3150,Cash,12/6/2021,Mall of Istanbul
I491760,C234850,Female,37,Cosmetics,1,40.66,Credit Card,29/10/2022,Istinye Park
I339001,C761535,Male,41,Cosmetics,1,40.66,Credit Card,5/5/2022,Metrocity
I176732,C199986,Female,20,Food & Beverage,1,5.23,Cash,8/10/2022,Kanyon
I175982,C200160,Male,54,Clothing,1,300.08,Cash,10/4/2022,Metrocity
I117923,C109865,Male,21,Cosmetics,3,121.98,Cash,19/10/2021,Zorlu Center
I101146,C303865,Male,26,Food & Beverage,2,10.46,Credit Card,25/12/2022,Viaport Outlet
I281897,C603404,Female,56,Food & Beverage,3,15.69,Cash,14/02/2022,Metrocity
I194417,C118250,Male,19,Clothing,5,1500.4,Credit Card,16/05/2022,Kanyon
I331401,C407290,Male,38,Technology,3,3150,Credit Card,13/09/2021,Mall of Istanbul
I162060,C198986,Female,23,Shoes,5,3000.85,Credit Card,24/03/2021,Mall of Istanbul
I263051,C102246,Male,27,Clothing,5,1500.4,Credit Card,20/05/2021,Mall of Istanbul
I184566,C166462,Male,35,Clothing,5,1500.4,Debit Card,9/2/2021,Mall of Istanbul
I260376,C205597,Female,34,Food & Beverage,4,20.92,Debit Card,5/9/2021,Mall of Istanbul
I153927,C210376,Male,34,Clothing,1,300.08,Debit Card,12/11/2021,Metrocity
I580089,C159262,Female,55,Toys,3,107.52,Credit Card,2/7/2022,Metrocity
I107841,C838428,Male,41,Clothing,4,1200.32,Cash,9/11/2021,Mall of Istanbul
I275027,C117961,Female,39,Food & Beverage,5,26.15,Cash,8/3/2022,Istinye Park
I286438,C323302,Female,63,Shoes,4,2400.68,Credit Card,12/1/2023,Emaar Square Mall
I827808,C132543,Male,69,Cosmetics,2,81.32,Cash,28/01/2021,Metrocity
I654545,C243733,Male,34,Toys,2,71.68,Cash,11/1/2022,Forum Istanbul
I216216,C196381,Male,45,Cosmetics,5,203.3,Debit Card,17/11/2022,Metrocity
I314014,C244061,Female,31,Food & Beverage,2,10.46,Cash,31/03/2022,Kanyon
I173262,C128078,Male,59,Souvenir,1,11.73,Cash,17/11/2022,Viaport Outlet
I232386,C707339,Female,45,Clothing,4,1200.32,Credit Card,23/06/2021,Metrocity
I280148,C301228,Female,31,Cosmetics,3,121.98,Cash,6/9/2021,Metropol AVM
I952364,C325554,Female,25,Food & Beverage,1,5.23,Credit Card,22/02/2023,Zorlu Center
I256510,C204378,Female,68,Clothing,1,300.08,Cash,9/12/2021,Metropol AVM
I511401,C320361,Female,18,Cosmetics,2,81.32,Credit Card,12/1/2022,Emaar Square Mall
I928484,C116223,Female,60,Toys,3,107.52,Cash,7/4/2021,Kanyon
I106285,C173931,Female,32,Cosmetics,1,40.66,Cash,29/04/2022,Kanyon
I296139,C294827,Male,38,Clothing,4,1200.32,Cash,21/01/2022,Mall of Istanbul
I201945,C316558,Female,61,Clothing,4,1200.32,Credit Card,27/08/2021,Kanyon
I323266,C328552,Male,28,Toys,2,71.68,Cash,22/09/2022,Istinye Park
I358839,C940131,Male,58,Books,1,15.15,Credit Card,12/8/2021,Cevahir AVM
I184528,C104053,Female,39,Cosmetics,3,121.98,Cash,20/04/2021,Kanyon
I273802,C750629,Male,56,Cosmetics,3,121.98,Credit Card,16/01/2022,Mall of Istanbul
I280212,C737032,Male,31,Clothing,3,900.24,Cash,24/07/2021,Istinye Park
I310594,C107714,Male,35,Clothing,3,900.24,Credit Card,7/2/2022,Mall of Istanbul
I864541,C171620,Male,31,Cosmetics,4,162.64,Debit Card,6/8/2022,Kanyon
I262680,C204758,Female,28,Toys,2,71.68,Cash,22/06/2021,Metrocity
I178429,C295874,Female,29,Clothing,3,900.24,Debit Card,12/1/2022,Istinye Park
I937852,C158875,Female,46,Toys,1,35.84,Credit Card,18/03/2021,Mall of Istanbul
I170121,C232702,Female,30,Clothing,4,1200.32,Debit Card,29/04/2021,Viaport Outlet
I142207,C105126,Female,67,Souvenir,4,46.92,Cash,10/8/2021,Emaar Square Mall
I293714,C146961,Female,58,Shoes,2,1200.34,Cash,27/09/2021,Kanyon
I339822,C229560,Male,49,Technology,1,1050,Debit Card,21/02/2023,Mall of Istanbul
I278312,C230111,Female,45,Shoes,3,1800.51,Cash,14/10/2022,Mall of Istanbul
I969279,C236851,Female,49,Cosmetics,1,40.66,Credit Card,18/03/2021,Metropol AVM
I179543,C197913,Male,31,Cosmetics,2,81.32,Credit Card,8/1/2023,Metrocity
I857705,C971869,Female,46,Shoes,1,600.17,Cash,22/08/2022,Metrocity
I112050,C303161,Female,19,Clothing,2,600.16,Cash,20/02/2022,Metrocity
I198820,C134754,Male,52,Clothing,3,900.24,Credit Card,18/12/2022,Metropol AVM
I174811,C108073,Female,43,Cosmetics,4,162.64,Credit Card,1/12/2021,Kanyon
I264270,C214296,Female,58,Clothing,1,300.08,Cash,23/08/2022,Istinye Park
I285896,C477792,Female,34,Clothing,3,900.24,Debit Card,24/12/2022,Kanyon
I327268,C249021,Male,67,Shoes,1,600.17,Credit Card,12/9/2021,Metropol AVM
I983253,C374030,Male,32,Cosmetics,5,203.3,Cash,29/01/2021,Metropol AVM
I227953,C847115,Male,30,Cosmetics,1,40.66,Cash,11/11/2021,Kanyon
I154231,C261767,Female,45,Clothing,2,600.16,Credit Card,29/05/2022,Mall of Istanbul
I102931,C318182,Male,26,Shoes,5,3000.85,Debit Card,18/05/2022,Mall of Istanbul
I262401,C304531,Male,62,Shoes,2,1200.34,Cash,8/4/2022,Mall of Istanbul
I175455,C118032,Female,32,Souvenir,3,35.19,Cash,12/8/2022,Metropol AVM
I313165,C261365,Female,42,Clothing,5,1500.4,Cash,21/04/2022,Kanyon
I184577,C301389,Female,29,Technology,1,1050,Credit Card,29/01/2022,Kanyon
I197914,C731238,Female,59,Toys,2,71.68,Cash,19/02/2021,Istinye Park
I151463,C137503,Female,53,Clothing,4,1200.32,Credit Card,12/3/2021,Kanyon
I237396,C121449,Male,25,Cosmetics,1,40.66,Cash,6/3/2022,Viaport Outlet
I233990,C123306,Female,30,Clothing,4,1200.32,Cash,15/10/2021,Viaport Outlet
I204096,C860664,Female,35,Clothing,2,600.16,Debit Card,12/10/2022,Mall of Istanbul
I216366,C204437,Female,61,Clothing,3,900.24,Debit Card,6/8/2022,Mall of Istanbul
I156095,C147732,Female,59,Souvenir,5,58.65,Cash,23/11/2021,Cevahir AVM
I209966,C386427,Female,68,Clothing,4,1200.32,Cash,5/12/2022,Istinye Park
I115374,C902535,Female,52,Cosmetics,4,162.64,Cash,23/10/2021,Mall of Istanbul
I239460,C206196,Female,63,Souvenir,5,58.65,Credit Card,12/4/2021,Metropol AVM
I171563,C740635,Male,47,Clothing,3,900.24,Cash,24/12/2021,Zorlu Center
I162798,C105294,Female,66,Clothing,1,300.08,Cash,17/09/2021,Metrocity
I231181,C595319,Female,18,Clothing,3,900.24,Credit Card,22/01/2023,Metrocity
I200897,C397694,Female,46,Clothing,3,900.24,Credit Card,28/12/2021,Emaar Square Mall
I212315,C311692,Female,39,Clothing,5,1500.4,Cash,8/10/2021,Kanyon
I151187,C232889,Male,44,Toys,1,35.84,Credit Card,9/8/2022,Viaport Outlet
I181738,C265669,Female,51,Food & Beverage,1,5.23,Cash,10/2/2022,Metropol AVM
I228201,C280452,Male,31,Technology,4,4200,Credit Card,17/12/2022,Zorlu Center
I146824,C284851,Male,33,Clothing,4,1200.32,Credit Card,28/05/2021,Forum Istanbul
I225861,C839306,Male,37,Clothing,1,300.08,Debit Card,17/02/2023,Kanyon
I209496,C414137,Female,33,Food & Beverage,4,20.92,Debit Card,1/10/2021,Zorlu Center
I131022,C635656,Female,29,Souvenir,3,35.19,Cash,7/11/2022,Istinye Park
I303812,C152264,Female,55,Cosmetics,2,81.32,Credit Card,24/02/2021,Mall of Istanbul
I814404,C251686,Female,23,Cosmetics,4,162.64,Credit Card,7/3/2023,Cevahir AVM
I673132,C158522,Female,69,Clothing,5,1500.4,Cash,29/11/2022,Kanyon
I239297,C169647,Female,32,Food & Beverage,3,15.69,Debit Card,3/10/2022,Cevahir AVM
I173502,C237677,Female,54,Shoes,4,2400.68,Debit Card,28/06/2022,Istinye Park
I610014,C101055,Male,46,Books,5,75.75,Cash,2/6/2022,Kanyon
I330658,C155587,Female,67,Clothing,5,1500.4,Credit Card,21/05/2022,Metrocity
I606289,C520965,Male,42,Technology,5,5250,Cash,19/02/2022,Mall of Istanbul
I327592,C174982,Female,61,Food & Beverage,5,26.15,Debit Card,26/08/2021,Metrocity
I154101,C268515,Male,33,Food & Beverage,4,20.92,Cash,9/11/2022,Mall of Istanbul
I101135,C689947,Male,48,Clothing,5,1500.4,Credit Card,13/01/2021,Kanyon
I169519,C255802,Female,66,Clothing,4,1200.32,Credit Card,6/9/2022,Mall of Istanbul
I101585,C157226,Female,65,Books,3,45.45,Credit Card,26/09/2022,Mall of Istanbul
I333945,C119178,Male,55,Shoes,4,2400.68,Debit Card,22/07/2021,Kanyon
I271033,C256553,Female,52,Clothing,3,900.24,Credit Card,19/01/2022,Forum Istanbul
I145067,C212609,Female,45,Food & Beverage,2,10.46,Cash,17/06/2022,Istinye Park
I282290,C199713,Female,25,Clothing,1,300.08,Credit Card,16/12/2021,Viaport Outlet
I211104,C164944,Male,47,Clothing,1,300.08,Credit Card,6/9/2021,Cevahir AVM
I127734,C231206,Female,58,Toys,3,107.52,Cash,7/1/2021,Cevahir AVM
I219754,C210853,Female,20,Toys,5,179.2,Debit Card,23/02/2023,Metrocity
I191390,C123334,Female,61,Books,1,15.15,Debit Card,5/6/2021,Kanyon
I439215,C258279,Male,50,Shoes,2,1200.34,Cash,2/10/2021,Metropol AVM
I971671,C263334,Female,29,Food & Beverage,5,26.15,Debit Card,9/6/2021,Cevahir AVM
I269968,C229639,Female,24,Toys,4,143.36,Cash,12/5/2021,Metrocity
I712519,C198035,Female,29,Clothing,1,300.08,Debit Card,24/08/2021,Metrocity
I124053,C242713,Female,48,Clothing,1,300.08,Credit Card,19/01/2021,Metropol AVM
I772947,C238559,Male,41,Books,1,15.15,Debit Card,16/03/2022,Kanyon
I149695,C169060,Female,27,Cosmetics,2,81.32,Cash,16/01/2023,Metropol AVM
I318179,C209545,Male,33,Cosmetics,4,162.64,Credit Card,10/4/2021,Metrocity
I112247,C114459,Male,37,Food & Beverage,1,5.23,Credit Card,13/01/2021,Mall of Istanbul
I316526,C254702,Male,18,Souvenir,4,46.92,Debit Card,21/02/2021,Mall of Istanbul
I401496,C207658,Female,37,Clothing,3,900.24,Cash,5/10/2021,Metropol AVM
I372676,C278153,Female,46,Cosmetics,2,81.32,Cash,25/03/2021,Kanyon
I282027,C256752,Female,63,Cosmetics,5,203.3,Cash,5/12/2022,Mall of Istanbul
I761417,C338297,Female,48,Clothing,3,900.24,Debit Card,19/09/2022,Metrocity
I446788,C280784,Female,46,Books,5,75.75,Credit Card,22/09/2022,Kanyon
I153450,C241294,Female,33,Cosmetics,5,203.3,Cash,7/12/2021,Mall of Istanbul
I182129,C327059,Female,34,Clothing,4,1200.32,Cash,29/03/2022,Emaar Square Mall
I745323,C179172,Female,18,Clothing,5,1500.4,Cash,6/6/2022,Viaport Outlet
I210683,C134963,Female,31,Toys,2,71.68,Cash,25/12/2021,Mall of Istanbul
I909434,C158586,Male,47,Clothing,5,1500.4,Credit Card,11/6/2022,Istinye Park
I173902,C323252,Male,50,Cosmetics,5,203.3,Debit Card,10/8/2021,Metrocity
I162654,C209561,Female,56,Technology,3,3150,Credit Card,9/7/2021,Kanyon
I318731,C944751,Male,37,Food & Beverage,1,5.23,Cash,6/3/2022,Kanyon
I152110,C257210,Male,50,Toys,2,71.68,Debit Card,12/8/2022,Metrocity
I137476,C214442,Female,64,Food & Beverage,1,5.23,Credit Card,21/01/2022,Zorlu Center
I188493,C301240,Female,40,Clothing,4,1200.32,Cash,29/01/2022,Mall of Istanbul
I206487,C153585,Female,26,Souvenir,1,11.73,Credit Card,4/8/2021,Kanyon
I330084,C241834,Male,64,Toys,3,107.52,Credit Card,26/11/2022,Kanyon
I224973,C252167,Male,52,Food & Beverage,1,5.23,Cash,18/02/2021,Mall of Istanbul
I180098,C275260,Female,27,Toys,2,71.68,Credit Card,21/09/2022,Zorlu Center
I102397,C246554,Male,56,Clothing,3,900.24,Credit Card,30/06/2021,Kanyon
I192724,C287256,Female,38,Clothing,3,900.24,Credit Card,1/1/2022,Kanyon
I267095,C314592,Female,35,Clothing,2,600.16,Cash,25/12/2022,Zorlu Center
I208784,C230655,Male,68,Cosmetics,3,121.98,Credit Card,29/12/2021,Kanyon
I288115,C937711,Female,28,Souvenir,5,58.65,Credit Card,22/04/2022,Mall of Istanbul
I230657,C276446,Female,63,Food & Beverage,1,5.23,Cash,18/04/2021,Forum Istanbul
I152738,C199131,Female,57,Souvenir,2,23.46,Credit Card,24/01/2023,Cevahir AVM
I178974,C139099,Female,63,Shoes,1,600.17,Debit Card,25/08/2021,Kanyon
I267699,C910375,Male,31,Clothing,1,300.08,Credit Card,6/6/2021,Viaport Outlet
I161720,C178475,Female,60,Cosmetics,3,121.98,Debit Card,5/2/2022,Mall of Istanbul
I333923,C111300,Female,26,Shoes,1,600.17,Debit Card,30/11/2021,Viaport Outlet
I290702,C312229,Female,43,Toys,3,107.52,Debit Card,3/11/2021,Kanyon
I246154,C437627,Female,45,Food & Beverage,1,5.23,Debit Card,27/08/2021,Mall of Istanbul
I157468,C165341,Male,49,Clothing,5,1500.4,Credit Card,17/10/2021,Kanyon
I329782,C567193,Male,69,Cosmetics,4,162.64,Cash,6/3/2021,Kanyon
I289867,C249447,Male,61,Cosmetics,3,121.98,Credit Card,21/05/2022,Kanyon
I150581,C526220,Female,53,Books,1,15.15,Debit Card,30/11/2022,Viaport Outlet
I945376,C137549,Female,24,Toys,1,35.84,Cash,6/8/2021,Mall of Istanbul
I221488,C335608,Male,56,Toys,4,143.36,Cash,28/01/2021,Mall of Istanbul
I249060,C357736,Female,24,Food & Beverage,2,10.46,Credit Card,15/09/2021,Emaar Square Mall
I287472,C227044,Male,43,Shoes,1,600.17,Credit Card,15/05/2021,Kanyon
I931588,C746988,Male,23,Clothing,2,600.16,Cash,13/04/2021,Mall of Istanbul
I534055,C201042,Female,26,Clothing,1,300.08,Credit Card,9/2/2023,Zorlu Center
I264289,C108064,Female,30,Cosmetics,5,203.3,Credit Card,9/1/2023,Emaar Square Mall
I417511,C321155,Female,66,Clothing,1,300.08,Credit Card,5/1/2023,Istinye Park
I165047,C105579,Male,47,Clothing,4,1200.32,Cash,26/08/2021,Metrocity
I229213,C222151,Male,64,Clothing,3,900.24,Credit Card,21/01/2022,Metrocity
I704463,C423391,Female,28,Technology,2,2100,Credit Card,21/02/2022,Cevahir AVM
I634889,C155533,Female,65,Clothing,4,1200.32,Cash,28/08/2021,Kanyon
I110488,C103466,Female,35,Clothing,4,1200.32,Debit Card,18/03/2021,Mall of Istanbul
I820418,C632413,Male,69,Cosmetics,5,203.3,Debit Card,23/07/2022,Mall of Istanbul
I223820,C152600,Male,62,Clothing,4,1200.32,Cash,25/06/2021,Mall of Istanbul
I343173,C191943,Female,58,Souvenir,1,11.73,Debit Card,25/10/2021,Mall of Istanbul
I147221,C551157,Female,22,Shoes,1,600.17,Cash,22/06/2022,Kanyon
I207452,C303599,Male,65,Cosmetics,1,40.66,Debit Card,13/12/2021,Kanyon
I218134,C112976,Male,46,Technology,5,5250,Cash,6/1/2022,Metrocity
I193804,C216139,Female,48,Clothing,5,1500.4,Cash,15/06/2022,Mall of Istanbul
I306751,C245308,Female,41,Shoes,2,1200.34,Credit Card,3/1/2021,Mall of Istanbul
I896795,C303077,Male,45,Souvenir,3,35.19,Cash,11/10/2021,Kanyon
I134942,C327201,Female,21,Food & Beverage,5,26.15,Cash,4/2/2022,Kanyon
I163552,C188347,Male,42,Clothing,3,900.24,Cash,20/12/2021,Metrocity
I242873,C332529,Male,52,Cosmetics,4,162.64,Cash,12/3/2021,Mall of Istanbul
I323567,C290928,Male,26,Shoes,4,2400.68,Debit Card,6/10/2021,Kanyon
I219274,C183249,Female,35,Clothing,3,900.24,Debit Card,18/03/2021,Viaport Outlet
I289410,C119495,Female,67,Clothing,3,900.24,Debit Card,29/04/2022,Kanyon
I724052,C220880,Female,49,Toys,1,35.84,Cash,11/4/2021,Kanyon
I833212,C418591,Female,25,Clothing,2,600.16,Cash,24/07/2021,Mall of Istanbul
I278590,C162806,Female,45,Clothing,5,1500.4,Debit Card,4/12/2021,Metrocity
I118027,C289384,Female,24,Souvenir,5,58.65,Cash,9/2/2021,Zorlu Center
I311269,C295284,Female,36,Shoes,5,3000.85,Cash,6/10/2021,Cevahir AVM
I779869,C117346,Male,53,Food & Beverage,1,5.23,Credit Card,16/10/2021,Mall of Istanbul
I148718,C866120,Male,61,Clothing,5,1500.4,Debit Card,9/9/2021,Metropol AVM
I234595,C268739,Female,18,Technology,2,2100,Cash,10/1/2023,Mall of Istanbul
I436570,C212511,Female,63,Cosmetics,4,162.64,Cash,30/04/2021,Metrocity
I327295,C208126,Female,28,Shoes,4,2400.68,Credit Card,30/12/2021,Metrocity
I198246,C310017,Female,53,Shoes,3,1800.51,Credit Card,10/3/2021,Metrocity
I180944,C284937,Female,49,Food & Beverage,4,20.92,Credit Card,20/12/2021,Cevahir AVM
I195230,C268942,Male,56,Food & Beverage,3,15.69,Cash,23/08/2022,Mall of Istanbul
I334029,C129278,Female,42,Toys,5,179.2,Credit Card,11/8/2021,Kanyon
I330003,C247637,Female,34,Shoes,2,1200.34,Cash,19/06/2022,Kanyon
I123533,C138360,Male,44,Clothing,5,1500.4,Cash,19/01/2023,Metropol AVM
I236388,C285770,Male,21,Food & Beverage,5,26.15,Debit Card,13/03/2022,Metrocity
I196529,C238990,Female,39,Clothing,3,900.24,Debit Card,6/11/2021,Kanyon
I187037,C282500,Female,33,Souvenir,3,35.19,Cash,14/07/2021,Forum Istanbul
I333076,C148041,Female,19,Cosmetics,5,203.3,Cash,6/10/2022,Metropol AVM
I145561,C139767,Female,51,Toys,3,107.52,Cash,11/2/2021,Istinye Park
I258790,C132377,Male,51,Clothing,1,300.08,Cash,17/05/2021,Mall of Istanbul
I175241,C224594,Male,20,Clothing,1,300.08,Debit Card,20/09/2022,Metropol AVM
I240030,C291549,Male,39,Food & Beverage,1,5.23,Debit Card,21/06/2022,Zorlu Center
I101852,C224985,Male,32,Clothing,2,600.16,Debit Card,4/3/2023,Mall of Istanbul
I679819,C170086,Female,28,Food & Beverage,2,10.46,Cash,28/10/2021,Viaport Outlet
I186743,C519470,Male,69,Clothing,5,1500.4,Cash,8/7/2022,Emaar Square Mall
I231038,C116005,Female,65,Clothing,4,1200.32,Debit Card,3/1/2023,Mall of Istanbul
I105037,C334844,Male,56,Clothing,3,900.24,Credit Card,24/02/2023,Mall of Istanbul
I178122,C745665,Female,37,Shoes,4,2400.68,Debit Card,22/01/2022,Forum Istanbul
I233053,C209783,Female,30,Shoes,3,1800.51,Credit Card,20/12/2021,Metrocity
I203097,C174811,Male,33,Clothing,5,1500.4,Cash,13/02/2023,Metrocity
I252577,C166171,Female,39,Clothing,1,300.08,Credit Card,11/2/2023,Kanyon
I288653,C264579,Female,22,Technology,1,1050,Cash,28/05/2021,Istinye Park
I568706,C325552,Female,53,Clothing,4,1200.32,Cash,20/11/2022,Metrocity
I130260,C322094,Male,53,Technology,4,4200,Debit Card,24/06/2021,Istinye Park
I203278,C220965,Male,55,Shoes,5,3000.85,Cash,1/12/2022,Istinye Park
I823511,C413733,Female,49,Clothing,3,900.24,Cash,17/05/2022,Viaport Outlet
I241186,C183678,Female,61,Clothing,1,300.08,Cash,1/3/2021,Zorlu Center
I319208,C329119,Female,24,Books,3,45.45,Credit Card,25/06/2021,Mall of Istanbul
I314224,C143054,Male,48,Clothing,3,900.24,Debit Card,5/11/2021,Forum Istanbul
I314232,C965579,Male,54,Clothing,4,1200.32,Cash,11/5/2022,Mall of Istanbul
I201497,C186561,Female,39,Toys,2,71.68,Debit Card,8/10/2022,Emaar Square Mall
I960419,C274145,Female,27,Shoes,4,2400.68,Credit Card,12/12/2022,Metropol AVM
I143765,C328484,Male,24,Books,2,30.3,Credit Card,26/08/2021,Zorlu Center
I238384,C114634,Female,43,Books,2,30.3,Credit Card,4/2/2023,Forum Istanbul
I688434,C229353,Female,23,Clothing,5,1500.4,Cash,6/7/2021,Kanyon
I282900,C799729,Female,58,Clothing,1,300.08,Credit Card,27/09/2022,Mall of Istanbul
I704022,C175329,Female,23,Cosmetics,5,203.3,Debit Card,9/2/2022,Kanyon
I329735,C159216,Female,38,Cosmetics,4,162.64,Cash,3/7/2022,Mall of Istanbul
I893978,C113101,Male,41,Technology,5,5250,Credit Card,8/12/2021,Metropol AVM
I239675,C498226,Female,54,Food & Beverage,4,20.92,Credit Card,27/12/2021,Metrocity
I186725,C339679,Female,61,Technology,5,5250,Debit Card,27/01/2023,Kanyon
I170659,C313013,Female,24,Clothing,4,1200.32,Cash,1/1/2022,Istinye Park
I130952,C175277,Male,20,Food & Beverage,3,15.69,Cash,3/5/2021,Kanyon
I241019,C116156,Female,20,Toys,4,143.36,Cash,17/07/2021,Metrocity
I265603,C482531,Male,63,Clothing,3,900.24,Debit Card,31/05/2021,Metropol AVM
I217019,C907329,Female,58,Clothing,3,900.24,Debit Card,9/2/2023,Mall of Istanbul
I226283,C204489,Female,63,Cosmetics,2,81.32,Cash,14/05/2021,Mall of Istanbul
I332807,C217409,Female,48,Clothing,3,900.24,Credit Card,7/9/2022,Viaport Outlet
I131528,C102406,Male,30,Toys,3,107.52,Credit Card,9/2/2022,Zorlu Center
I250504,C344646,Male,55,Toys,1,35.84,Credit Card,15/01/2022,Zorlu Center
I172063,C331894,Female,64,Clothing,2,600.16,Credit Card,21/12/2021,Kanyon
I731299,C130504,Male,68,Technology,1,1050,Cash,12/12/2021,Istinye Park
I135860,C109314,Male,18,Food & Beverage,1,5.23,Cash,25/12/2021,Metrocity
I203369,C137196,Male,65,Toys,2,71.68,Credit Card,17/12/2022,Forum Istanbul
I190369,C143763,Female,54,Shoes,1,600.17,Credit Card,15/03/2022,Metropol AVM
I322798,C192864,Female,35,Cosmetics,5,203.3,Credit Card,24/05/2021,Kanyon
I256014,C360045,Female,39,Food & Beverage,3,15.69,Cash,10/9/2021,Kanyon
I115794,C218267,Female,27,Cosmetics,5,203.3,Debit Card,10/6/2021,Mall of Istanbul
I736374,C204464,Female,32,Clothing,5,1500.4,Cash,10/2/2022,Cevahir AVM
I328056,C135100,Male,35,Clothing,4,1200.32,Debit Card,29/11/2022,Emaar Square Mall
I210338,C157306,Female,40,Books,5,75.75,Debit Card,26/05/2022,Istinye Park
I871128,C110695,Male,34,Technology,4,4200,Credit Card,16/02/2021,Metropol AVM
